text,source,sender,norm_text,category,clean_text,char_len,word_count,digit_ratio,exclaim_count,special_ratio,has_url,has_phone,currency_count,urgency_count,sensitive_info_count,refund_scam_count,label_id,is_synthetic
u r a winner U ave been specially selected 2 receive ï¿½1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),alexander-fischer_lstm-kaggle-sms-spam-example_master_spam.csv,,u r a winner u ave been specially selected 2 receive ï¿½1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),TRANSACTIONAL,u r a winner u ave been specially selected 2 receive ï¿½1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim phonenumber p/min (18 ),153.0,30.0,0.1437908496732026,0.0,0.0457516339869281,0.0,1.0,0.0,1.0,0.0,0.0,1,False
"Data usage Alert!
50% of your daily data used as of 06-Mar-26 12:40
Jio Number: 7820972280
Daily Quota: 2 GB
For data saving tips: http://tiny.jio.com/Savingasm
Track your data balance and usage: http://tiny.jio.com/mobile",user_sms_data,JZ-JioPay-S,data usage alert! 50% of your daily data used as of 06-mar-26 12:40 jio number: 7820972280 daily quota: 2 gb for data saving tips: http://tiny.jio.com/savingasm track your data balance and usage: http://tiny.jio.com/mobile,TRANSACTIONAL,data usage alert! 50% of your daily data used as of 06-mar-26 12:40 jio number: phonenumber daily quota: 2 gb for data saving tips: tiny jio com savingasm track your data balance and usage: tiny jio com mobile,222.0,38.0,0.0945945945945946,1.0,0.0945945945945946,1.0,1.0,0.0,0.0,0.0,0.0,1,False
URGENT! We are trying to contact U. Todays draw shows that you have won a 800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,LeadingIndiaAI_Short-Messages-Spam-Filtering-Combining-Personality-Recognition-and-Sentiment-Analysis_master_spam.csv,,urgent! we are trying to contact u. todays draw shows that you have won a 800 prize guaranteed. call 09050001808 from land line. claim m95. valid12hrs only,TRANSACTIONAL,urgent! we are trying to contact u. todays draw shows that you have won a 800 prize guaranteed. call phonenumber from land line. claim m95. valid12hrs only,157.0,27.0,0.11464968152866242,1.0,0.044585987261146494,0.0,1.0,1.0,1.0,0.0,0.0,1,False
"Hey, I'm a bot. I'll be sending you daily motivational quotes to inspire you mention the keyword ""daily"" because the sender plans to send messages on a regular basis. This could be a sign of spam, as unsolicited messages can be annoying and intrusive. However, in this case, the sender has identified themselves as a bot and has stated that they will be sending motivational quotes, which could be considered a legitimate use of regular messages.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey, i'm a bot. i'll be sending you daily motivational quotes to inspire you mention the keyword ""daily"" because the sender plans to send messages on a regular basis. this could be a sign of spam, as unsolicited messages can be annoying and intrusive. however, in this case, the sender has identified themselves as a bot and has stated that they will be sending motivational quotes, which could be considered a legitimate use of regular messages.",PERSONAL,"hey, i'm a bot. i'll be sending you daily motivational quotes to inspire you mention the keyword ""daily"" because the sender plans to send messages on a regular basis. this could be a sign of spam, as unsolicited messages can be annoying and intrusive. however, in this case, the sender has identified themselves as a bot and has stated that they will be sending motivational quotes, which could be considered a legitimate use of regular messages.",446.0,76.0,0.0,0.0,0.02914798206278027,0.0,0.0,0.0,0.0,0.0,0.0,0,False
Er mw im filled tuth is aight,Dataset_5971_real,,er mw im filled tuth is aight,PERSONAL,er mw im filled tuth is aight,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Just wanted to remind you about the meeting tomorrow at 10am in the conference room. mention the keyword ""conference room"" because it refers to a specific location where the meeting will take place. It is a common term used in business and professional settings. The message is not a spam as it is a reminder of an upcoming event that the recipient is likely to be aware of and has probably RSVPed to.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"just wanted to remind you about the meeting tomorrow at 10am in the conference room. mention the keyword ""conference room"" because it refers to a specific location where the meeting will take place. it is a common term used in business and professional settings. the message is not a spam as it is a reminder of an upcoming event that the recipient is likely to be aware of and has probably rsvped to.",TRANSACTIONAL,"just wanted to remind you about the meeting tomorrow at 10am in the conference room. mention the keyword ""conference room"" because it refers to a specific location where the meeting will take place. it is a common term used in business and professional settings. the message is not a spam as it is a reminder of an upcoming event that the recipient is likely to be aware of and has probably rsvped to.",401.0,73.0,0.004987531172069825,0.0,0.014962593516209476,0.0,0.0,1.0,0.0,0.0,0.0,1,False
"Therefore, based on the given message, the keywords ""project,"" ""work,"" and ""wanna hear about it?"" do not indicate spam as they are common terms and phrases used in professional and personal contexts.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"therefore, based on the given message, the keywords ""project,"" ""work,"" and ""wanna hear about it?"" do not indicate spam as they are common terms and phrases used in professional and personal contexts.",TRANSACTIONAL,"therefore, based on the given message, the keywords ""project,"" ""work,"" and ""wanna hear about it?"" do not indicate spam as they are common terms and phrases used in professional and personal contexts.",199.0,32.0,0.0,0.0,0.06030150753768844,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"Can someone please explain to me how to make a simple website? I've got some ideas but no idea where to start mention''ideas'' because the sender has some concepts in mind for their website. This is not a spam keyword, as it does not suggest any spammy content or unsolicited sales pitches.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"can someone please explain to me how to make a simple website? i've got some ideas but no idea where to start mention''ideas'' because the sender has some concepts in mind for their website. this is not a spam keyword, as it does not suggest any spammy content or unsolicited sales pitches.",PROMOTIONAL,"can someone please explain to me how to make a simple website? i've got some ideas but no idea where to start mention''ideas'' because the sender has some concepts in mind for their website. this is not a spam keyword, as it does not suggest any spammy content or unsolicited sales pitches.",290.0,52.0,0.0,0.0,0.03103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,2,False
I knew it... U slept v late yest? Wake up so late...,Dataset_5971_real,,i knew it... u slept v late yest? wake up so late...,PERSONAL,i knew it... u slept v late yest? wake up so late...,52.0,12.0,0.0,0.0,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0,False
FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,BleeGleeWee_Spam-SMS-Detection_main_spam.csv,,free entry into our å£250 weekly comp just send the word win to 80086 now. 18 t&c www.txttowin.co.uk,PROMOTIONAL,free entry into our å£250 weekly comp just send the word win to 80086 now. 18 t&c txttowin co uk,100.0,20.0,0.1,0.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,2,False
Sorry for the delay. Yes masters,Dataset_5971_real,,sorry for the delay. yes masters,TRANSACTIONAL,sorry for the delay. yes masters,32.0,6.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"b{working} because the sender is describing their current activity. This keyword is also not indicative of spam as many legitimate messages may contain this keyword. For example, a message from an employer or a teacher may contain this keyword.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"b{working} because the sender is describing their current activity. this keyword is also not indicative of spam as many legitimate messages may contain this keyword. for example, a message from an employer or a teacher may contain this keyword.",PERSONAL,"b{working} because the sender is describing their current activity. this keyword is also not indicative of spam as many legitimate messages may contain this keyword. for example, a message from an employer or a teacher may contain this keyword.",244.0,39.0,0.0,0.0,0.02459016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0,False
At home by the way,Dataset_5971_real,,at home by the way,PERSONAL,at home by the way,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Important announcement📣 Due to the recent increase in demand for our services, we are expanding our team and looking for new members to join us. If you are a motivated individual with excellent communication skills and a positive attitude, we want to hear from you! Apply now. mention the keyword ""looking for new members"" because the sender is recruiting new people to join their team. This keyword is not necessarily a spam indicator, as legitimate businesses and organizations often recruit new employees or members.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"important announcement📣 due to the recent increase in demand for our services, we are expanding our team and looking for new members to join us. if you are a motivated individual with excellent communication skills and a positive attitude, we want to hear from you! apply now. mention the keyword ""looking for new members"" because the sender is recruiting new people to join their team. this keyword is not necessarily a spam indicator, as legitimate businesses and organizations often recruit new employees or members.",PROMOTIONAL,"important announcement📣 due to the recent increase in demand for our services, we are expanding our team and looking for new members to join us. if you are a motivated individual with excellent communication skills and a positive attitude, we want to hear from you! apply now. mention the keyword ""looking for new members"" because the sender is recruiting new people to join their team. this keyword is not necessarily a spam indicator, as legitimate businesses and organizations often recruit new employees or members.",519.0,84.0,0.0,1.0,0.02119460500963391,0.0,0.0,2.0,0.0,0.0,0.0,2,False
Nice talking to you! please dont forget my pix :) i want to see all of you...,Dataset_5971_real,,nice talking to you! please dont forget my pix :) i want to see all of you...,PERSONAL,nice talking to you! please dont forget my pix :) i want to see all of you...,77.0,17.0,0.0,1.0,0.07792207792207792,0.0,0.0,0.0,0.0,0.0,0.0,0,False
As if i wasn't having enough trouble sleeping.,Dataset_5971_real,,as if i wasn't having enough trouble sleeping.,PERSONAL,as if i wasn't having enough trouble sleeping.,46.0,8.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0,False
Also track down any lighters you can find,Dataset_5971_real,,also track down any lighters you can find,TRANSACTIONAL,also track down any lighters you can find,41.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,False
You can donate ï¿½2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. ï¿½2.50 will be added to your next bill,alexander-fischer_lstm-kaggle-sms-spam-example_master_spam.csv,,you can donate ï¿½2.50 to unicef's asian tsunami disaster support fund by texting donate to 864233. ï¿½2.50 will be added to your next bill,TRANSACTIONAL,you can donate ï¿½2.50 to unicef's asian tsunami disaster support fund by texting donate to 864233. ï¿½2.50 will be added to your next bill,139.0,24.0,0.08633093525179857,0.0,0.04316546762589928,0.0,0.0,0.0,0.0,0.0,0.0,1,False
1000's of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need. Can u 4fil theirs text CUTE to 69911 1.50p. m,vsak_sms_spam_category_default_train.parquet,,1000's of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need. can u 4fil theirs text cute to 69911 1.50p. m,TRANSACTIONAL,1000's of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need. can u 4fil theirs text cute to 69911 1.50p. m,134.0,30.0,0.12686567164179105,0.0,0.029850746268656716,0.0,0.0,1.0,0.0,0.0,0.0,1,False
Ur cash balance is currently 500 pounds to maximize ur cash in now send GO to 86688 only 150p msg. CC 08718720201 PO BOX 114 14 TCR W1,vsak_sms_spam_category_default_train.parquet,,ur cash balance is currently 500 pounds to maximize ur cash in now send go to 86688 only 150p msg. cc 08718720201 po box 114 14 tcr w1,TRANSACTIONAL,ur cash balance is currently 500 pounds to maximize ur cash in now send go to 86688 only 150p msg. cc phonenumber po box 114 14 tcr w1,134.0,28.0,0.208955223880597,0.0,0.007462686567164179,0.0,1.0,0.0,0.0,0.0,0.0,1,False
Todays Voda numbers ending 7548 are selected to receive a 350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,vsak_sms_spam_category_default_train.parquet,,todays voda numbers ending 7548 are selected to receive a 350 award. if you have a match please call 08712300220 quoting claim code 4041 standard rates app,TRANSACTIONAL,todays voda numbers ending 7548 are selected to receive a 350 award. if you have a match please call phonenumber quoting claim code 4041 standard rates app,155.0,27.0,0.14193548387096774,0.0,0.0064516129032258064,0.0,1.0,1.0,0.0,0.0,0.0,1,False
I cant wait to see you! How were the photos were useful? :),Dataset_5971_real,,i cant wait to see you! how were the photos were useful? :),PERSONAL,i cant wait to see you! how were the photos were useful? :),59.0,13.0,0.0,1.0,0.06779661016949153,0.0,0.0,0.0,0.0,0.0,0.0,0,False
Thats cool. Where should i cum? On you or in you? :),Dataset_5971_real,,thats cool. where should i cum? on you or in you? :),PERSONAL,thats cool. where should i cum? on you or in you? :),52.0,12.0,0.0,0.0,0.09615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",Dataset_5971_real,,"have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. have a great morning",PERSONAL,"have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. have a great morning",128.0,27.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"URGENT! Your mobile No 077xxx WON a 2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",LeadingIndiaAI_Short-Messages-Spam-Filtering-Combining-Personality-Recognition-and-Sentiment-Analysis_master_spam.csv,,"urgent! your mobile no 077xxx won a 2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call 09066362206 asap! box97n7qp, 150ppm",PERSONAL,"urgent! your mobile no 077xxx won a 2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach you! call phonenumber asap! box97n7qp, 150ppm",154.0,26.0,0.2012987012987013,4.0,0.06493506493506493,0.0,1.0,0.0,1.0,0.0,0.0,0,False
"The presentation is scheduled for 2pm on Friday in room 202. Make sure to bring your laptop and any necessary materials. mention the keyword ""room 202"" because it is the location where the presentation is going to be held. It is not necessarily a spam message, as the location is provided to help attendees find the presentation venue.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"the presentation is scheduled for 2pm on friday in room 202. make sure to bring your laptop and any necessary materials. mention the keyword ""room 202"" because it is the location where the presentation is going to be held. it is not necessarily a spam message, as the location is provided to help attendees find the presentation venue.",PERSONAL,"the presentation is scheduled for 2pm on friday in room 202. make sure to bring your laptop and any necessary materials. mention the keyword ""room 202"" because it is the location where the presentation is going to be held. it is not necessarily a spam message, as the location is provided to help attendees find the presentation venue.",335.0,58.0,0.020895522388059702,0.0,0.020895522388059702,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"डेटा वापर अलर्ट!
आपण 10-Apr-26 00:14 ला दररोजच्या डेटापैकी 50%  वापर केला आहे!
Jio नंबर: 7820972280
50% डेटा कोटा: 2 GB
डेटा बचत टिप्ससाठी: http://tiny.jio.com/Savingmr
डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: http://tiny.jio.com/mobile",user_sms_data,JZ-JioPay-S,डेटा वापर अलर्ट! आपण 10-apr-26 00:14 ला दररोजच्या डेटापैकी 50% वापर केला आहे! jio नंबर: 7820972280 50% डेटा कोटा: 2 gb डेटा बचत टिप्ससाठी: http://tiny.jio.com/savingmr डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: http://tiny.jio.com/mobile,TRANSACTIONAL,डेटा वापर अलर्ट! आपण 10-apr-26 00:14 ला दररोजच्या डेटापैकी 50% वापर केला आहे! jio नंबर: phonenumber % डेटा कोटा: 2 gb डेटा बचत टिप्ससाठी: tiny jio com savingmr डेटा बॅलन्स आणि वापर ट्रॅक करण्यासाठी: tiny jio com mobile,234.0,38.0,0.09829059829059829,2.0,0.26495726495726496,1.0,1.0,0.0,0.0,0.0,0.0,1,False
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",Dataset_5971_real,,"that would be good … i'll phone you tomo lunchtime, shall i, to organise something?",PERSONAL,"that would be good … i'll phone you tomo lunchtime, shall i, to organise something?",83.0,15.0,0.0,0.0,0.060240963855421686,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",alexander-fischer_lstm-kaggle-sms-spam-example_master_spam.csv,,"indians r poor but india is not a poor country. says one of the swiss bank directors. he says that \ &lt;#&gt; lac crore\"" of indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. can give &lt;#&gt; crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than &lt;#&gt; social projects. every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m.\""""",TRANSACTIONAL,"indians r poor but india is not a poor country. says one of the swiss bank directors. he says that \ &lt;#&gt; lac crore\"" of indian money is deposited in swiss banks which can be used for 'taxless' budget for &lt;#&gt; yrs. can give &lt;#&gt; crore jobs to all indians. from any village to delhi 4 lane roads. forever free power suply to more than &lt;#&gt; social projects. every citizen can get monthly &lt;#&gt; /- for &lt;#&gt; yrs. no need of world bank &amp; imf loan. think how our money is blocked by rich politicians. we have full rights against corrupt politicians. itna forward karo ki pura india padhe.g.m.\""""",632.0,109.0,0.0015822784810126582,0.0,0.08702531645569621,0.0,0.0,3.0,1.0,0.0,0.0,1,False
See? I thought it all through,Dataset_5971_real,,see? i thought it all through,PERSONAL,see? i thought it all through,29.0,6.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Therefore, based on the given message, there are no keywords or phrases that are indicative of spam. The message is a personal communication expressing the sender's emotional state and their need for privacy.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"therefore, based on the given message, there are no keywords or phrases that are indicative of spam. the message is a personal communication expressing the sender's emotional state and their need for privacy.",TRANSACTIONAL,"therefore, based on the given message, there are no keywords or phrases that are indicative of spam. the message is a personal communication expressing the sender's emotional state and their need for privacy.",208.0,33.0,0.0,0.0,0.02403846153846154,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now.",Dataset_5971_real,,"atm block:dear customer, due to our system upgrade your atm card has just been de-activated. to activate call customer care for help 6200992462 now.",TRANSACTIONAL,"atm block:dear customer, due to our system upgrade your atm card has just been de-activated. to activate call customer care for help phonenumber now.",148.0,24.0,0.06756756756756757,0.0,0.033783783783783786,0.0,1.0,0.0,1.0,0.0,0.0,1,False
My sister going to earn more than me da.,Dataset_5971_real,,my sister going to earn more than me da.,PERSONAL,my sister going to earn more than me da.,40.0,9.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Hi there, I'm new to this group and I'm looking for advice on how to get started with investing in stocks. mention the keyword ""investing in stocks"" because the sender is expressing an interest in the topic of investing in stocks. This keyword is not a spam indicator, as the message is not attempting to sell a product or service, but rather seeking advice and information.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hi there, i'm new to this group and i'm looking for advice on how to get started with investing in stocks. mention the keyword ""investing in stocks"" because the sender is expressing an interest in the topic of investing in stocks. this keyword is not a spam indicator, as the message is not attempting to sell a product or service, but rather seeking advice and information.",PERSONAL,"hi there, i'm new to this group and i'm looking for advice on how to get started with investing in stocks. mention the keyword ""investing in stocks"" because the sender is expressing an interest in the topic of investing in stocks. this keyword is not a spam indicator, as the message is not attempting to sell a product or service, but rather seeking advice and information.",374.0,66.0,0.0,0.0,0.026737967914438502,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Hey there, I was wondering if you'd be interested in joining a book club? We meet every other week to discuss our latest reads and share recommendations. Let me know if you'd like more information! mention the keyword ""meet"" because it is describing when and where the book club meets. This keyword is not a spam indicator, as it is providing necessary information for those interested in joining the club.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey there, i was wondering if you'd be interested in joining a book club? we meet every other week to discuss our latest reads and share recommendations. let me know if you'd like more information! mention the keyword ""meet"" because it is describing when and where the book club meets. this keyword is not a spam indicator, as it is providing necessary information for those interested in joining the club.",PERSONAL,"hey there, i was wondering if you'd be interested in joining a book club? we meet every other week to discuss our latest reads and share recommendations. let me know if you'd like more information! mention the keyword ""meet"" because it is describing when and where the book club meets. this keyword is not a spam indicator, as it is providing necessary information for those interested in joining the club.",406.0,70.0,0.0,1.0,0.027093596059113302,0.0,0.0,0.0,0.0,0.0,0.0,0,False
The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,Dataset_5971_real,,the whole car appreciated the last two! dad and are having a map reading semi argument but apart from that things are going ok. p.,PERSONAL,the whole car appreciated the last two! dad and are having a map reading semi argument but apart from that things are going ok. p.,130.0,25.0,0.0,1.0,0.023076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Hey, long time no talk! How have you been? mention the keyword ""long time no talk"" because it implies that the sender and the receiver have had a previous conversation. It is not a spam keyword as it is a common phrase used to express the passage of time since the last communication.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey, long time no talk! how have you been? mention the keyword ""long time no talk"" because it implies that the sender and the receiver have had a previous conversation. it is not a spam keyword as it is a common phrase used to express the passage of time since the last communication.",TRANSACTIONAL,"hey, long time no talk! how have you been? mention the keyword ""long time no talk"" because it implies that the sender and the receiver have had a previous conversation. it is not a spam keyword as it is a common phrase used to express the passage of time since the last communication.",284.0,53.0,0.0,1.0,0.02464788732394366,0.0,0.0,0.0,0.0,0.0,0.0,1,False
"Hi, I'm the new team member here. I'll be working with you on the project. Let's set up a time to chat soon. mention the keyword ""soon"" because the sender is suggesting a time for the chat that is not immediately imminent. This keyword does not indicate spam as it is a common term used in scheduling communication.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hi, i'm the new team member here. i'll be working with you on the project. let's set up a time to chat soon. mention the keyword ""soon"" because the sender is suggesting a time for the chat that is not immediately imminent. this keyword does not indicate spam as it is a common term used in scheduling communication.",PERSONAL,"hi, i'm the new team member here. i'll be working with you on the project. let's set up a time to chat soon. mention the keyword ""soon"" because the sender is suggesting a time for the chat that is not immediately imminent. this keyword does not indicate spam as it is a common term used in scheduling communication.",315.0,58.0,0.0,0.0,0.03492063492063492,0.0,0.0,0.0,1.0,0.0,0.0,0,False
Nope i'm not drivin... I neva develop da photos lei...,Dataset_5971_real,,nope i'm not drivin... i neva develop da photos lei...,PERSONAL,nope i'm not drivin... i neva develop da photos lei...,54.0,10.0,0.0,0.0,0.12962962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0,False
money you r a lucky winner 2 claim your prize text money 2 88600 over 1million to give away ppt150x3 normal text rate box403 w1t1jy,vsak_sms_spam_category_default_train.parquet,,money you r a lucky winner 2 claim your prize text money 2 88600 over 1million to give away ppt150x3 normal text rate box403 w1t1jy,PROMOTIONAL,money you r a lucky winner 2 claim your prize text money 2 88600 over 1million to give away ppt150x3 normal text rate box403 w1t1jy,131.0,25.0,0.1297709923664122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,False
"Flash sale🌟 Get ready for our biggest sale yet! Save up to 70% off on select items. Hurry, this offer won't last long! Shop now and get free shipping on orders over $50. Use code FLASH70 at checkout. mentionit{keyword: Flash sale} because it is advertising a sale event. This is a common marketing tactic used by businesses to attract customers to their store or website by offering discounts on selected items. The message is not necessarily a spam, as it is coming from a business that the recipient may have previously interacted with or subscribed to.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"flash sale🌟 get ready for our biggest sale yet! save up to 70% off on select items. hurry, this offer won't last long! shop now and get free shipping on orders over $50. use code flash70 at checkout. mentionit{keyword: flash sale} because it is advertising a sale event. this is a common marketing tactic used by businesses to attract customers to their store or website by offering discounts on selected items. the message is not necessarily a spam, as it is coming from a business that the recipient may have previously interacted with or subscribed to.",PROMOTIONAL,"flash sale🌟 get ready for our biggest sale yet! save up to 70% off on select items. hurry, this offer won't last long! shop now and get free shipping on orders over $50. use code flash70 at checkout. mentionit{keyword: flash sale} because it is advertising a sale event. this is a common marketing tactic used by businesses to attract customers to their store or website by offering discounts on selected items. the message is not necessarily a spam, as it is coming from a business that the recipient may have previously interacted with or subscribed to.",555.0,96.0,0.010810810810810811,2.0,0.03063063063063063,0.0,0.0,3.0,0.0,0.0,0.0,2,False
"Subject: Exclusive Offer] mention the keyword ""Subject"" because it is the title or heading of the text message. In this case, the subject line is ""Exclusive Offer"" and it is intended to grab the recipient's attention and make them want to read the rest of the message.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"subject: exclusive offer] mention the keyword ""subject"" because it is the title or heading of the text message. in this case, the subject line is ""exclusive offer"" and it is intended to grab the recipient's attention and make them want to read the rest of the message.",PROMOTIONAL,"subject: exclusive offer] mention the keyword ""subject"" because it is the title or heading of the text message. in this case, the subject line is ""exclusive offer"" and it is intended to grab the recipient's attention and make them want to read the rest of the message.",268.0,47.0,0.0,0.0,0.03731343283582089,0.0,0.0,0.0,0.0,0.0,0.0,2,False
"I've got this amazing product that can help you lose weight quickly. mention}|keyword: ""amazing""|because{reason: The message is using an exaggerated adjective to describe the product}|The message is likely a spam if it is using excessive hype or exaggerated language to try to sell a product without providing any credible evidence or information about the product's benefits or effectiveness.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"i've got this amazing product that can help you lose weight quickly. mention}|keyword: ""amazing""|because{reason: the message is using an exaggerated adjective to describe the product}|the message is likely a spam if it is using excessive hype or exaggerated language to try to sell a product without providing any credible evidence or information about the product's benefits or effectiveness.",PERSONAL,"i've got this amazing product that can help you lose weight quickly. mention}|keyword: ""amazing""|because{reason: the message is using an exaggerated adjective to describe the product}|the message is likely a spam if it is using excessive hype or exaggerated language to try to sell a product without providing any credible evidence or information about the product's benefits or effectiveness.",393.0,58.0,0.0,0.0,0.035623409669211195,0.0,0.0,0.0,0.0,0.0,0.0,0,False
That means get the door,Dataset_5971_real,,that means get the door,PERSONAL,that means get the door,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False
"Hey, I've got a question for you. Have you heard of this new app called 'Beez'? It's supposed to help you save money on groceries. mention the keyword ""Beez"" because of a new app that claims to help users save money on groceries. This keyword alone does not necessarily indicate whether the message is spam or ham. However, if the user has not heard of the app before and is not expecting any messages related to it, the message could be considered unsolicited and potentially spam. On the other hand, if the user is part of a group or community that frequently discusses money-saving apps, the message could be considered ham.",BubbleJoe_bootstrap_sms_v2_default_train.parquet,,"hey, i've got a question for you. have you heard of this new app called 'beez'? it's supposed to help you save money on groceries. mention the keyword ""beez"" because of a new app that claims to help users save money on groceries. this keyword alone does not necessarily indicate whether the message is spam or ham. however, if the user has not heard of the app before and is not expecting any messages related to it, the message could be considered unsolicited and potentially spam. on the other hand, if the user is part of a group or community that frequently discusses money-saving apps, the message could be considered ham.",TRANSACTIONAL,"hey, i've got a question for you. have you heard of this new app called 'beez'? it's supposed to help you save money on groceries. mention the keyword ""beez"" because of a new app that claims to help users save money on groceries. this keyword alone does not necessarily indicate whether the message is spam or ham. however, if the user has not heard of the app before and is not expecting any messages related to it, the message could be considered unsolicited and potentially spam. on the other hand, if the user is part of a group or community that frequently discusses money-saving apps, the message could be considered ham.",627.0,111.0,0.0,0.0,0.030303030303030304,0.0,0.0,1.0,0.0,0.0,0.0,1,False
I'm not sure if its still available though,Dataset_5971_real,,i'm not sure if its still available though,PERSONAL,i'm not sure if its still available though,42.0,8.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0,False
Sir send to group mail check it.,Dataset_5971_real,,sir send to group mail check it.,PERSONAL,sir send to group mail check it.,32.0,7.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0,False
Its ok..come to my home it vl nice to meet and v can chat..,Dataset_5971_real,,its ok..come to my home it vl nice to meet and v can chat..,PERSONAL,its ok come to my home it vl nice to meet and v can chat..,59.0,15.0,0.0,0.0,0.06779661016949153,1.0,0.0,0.0,0.0,0.0,0.0,0,False
