"","masked_celphone_number","hashed_celphone_number","date","text","carrier"
235,"+63985****902","3f96bc80-d10d-3873-96cd-5f3246b516f8","2023-09-08 02:54:14.735","Good day I'm Mr.Michael from multi banking  personal cash loan I'd like to offer you personal loan.100k up to 5M Unsecured loan,and can get the loan as fast as 3 to 7 banking days .If you are interested please reply YES .
Thank you. ","Smart/TNT"
236,"+63962****628","4656ec35-b71f-36c6-8f12-4d51f083c8d5","2023-09-08 13:38:14.887","-=Happy Every Day=-
RBET  9393999.com Good LUCK!
Ibigay $1888P Cash !Cash !Cash !","Smart/Sun"
237,"+63946****431","e323b8ea-c723-3849-a867-ade7c620dc50","2023-09-11 11:54:57.894","Ano? Daily cashback at ?777 na bonus? Halika at subukan lamang sa W19 Games!
w19w11.xyz","TNT"
238,"+63985****983","2d3090bc-ad7c-34c4-86a1-a828e2147343","2023-09-13 04:10:54.179","YoEarn lucky draw, Apple mobile watch is waiting for you, click to register!http://whgv05.com","Smart/TNT"
239,"+63946****842","27c0082d-f8e5-3587-98dc-f928eb8ca6ba","2023-09-13 12:42:44.997","Sumali na sa PWIN777! Exclusive member Red Envelope promo! Manalo ng hanggang P77777!
p777b7.xyz","TNT"
240,"+63961****447","a96e73dd-0093-303a-9934-804fd4bac906","2023-09-17 15:39:50.854","Casino◎Roulette◎Fishing
◆◎◆ 979958.com ◆◎◆
◆Get it Now 1888P Cash◆
","Smart"
241,"+63907****226","be3ca826-e42c-3ab6-8c2f-16a860be8301","2023-09-19 11:34:28.576","Una deposito ng 197,may kasamang 197,may pagkakataong manalo ng exclusive member Red Envelope na may halagang upto P77777 na premyo!

p777b16.site","TNT"
242,"+63985****197","48896de0-3e56-396d-b0d8-b60f73c68615","2023-09-19 21:37:16.714","<REAL NAME>, Ready to Play & Win? Visit SBET! Log in for 888 + 100% bonus. Enjoy 1.2% Rebates + 1% GCash. Visit Today! sbetcash3.com","Smart/TNT"
243,"+63946****885","beabc8e9-77c3-3e7d-861a-8dbeedf54800","2023-09-20 14:34:38.048","Kumuha ng 100% Deposit Bonus sa 177BET! Doblehin ang iyong deposito ngayon! Huwag Palampasin!
177betb.xyz","TNT"
244,"+63946****904","f3cedbb7-cffc-3702-865e-b36f6a26cda0","2023-09-22 08:14:11.176","100% na bonus sa unang deposito, hanggang 177777P!
177betg.xyz","TNT"
245,"+63985****656","5ae3ffce-ec11-34fc-917e-1ce1437ca6ad","2023-09-23 07:42:50.057","jollibee777 Register para makatanggap ng 98p, taya
Maaari ka ring makakuha ng pulang envelope cash sa pamamagitan ng pag-sign in araw-araw
https://m.82388.xyz","Smart/TNT"
246,"+63948****080","c99bd024-46ff-315d-9ee0-fcdc5378aa06","2023-09-23 13:37:53.378","Get up to 88P FREE with JILI APP Download! Link: ss.sala9.com/register","TNT"
247,"+63985****642","09401be7-66a7-3a81-b94c-fda3018cb925","2023-09-23 22:31:32.971","Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177beta.xyz","Smart/TNT"
248,"+63946****357","d99e727c-a941-3e0e-8078-cafbb6f01115","2023-09-25 21:09:55.199","Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177betb.xyz","TNT"
249,"+63985****255","562938c5-afdd-3dc9-94ad-8a7044159d55","2023-09-27 08:44:01.946","Join RichPH and become the king of the dynasty and win 200% jackpot Explore promotions and win big on https://risu.io/DBdnj  slot machine 77777P","Smart/TNT"
250,"+63910****728","549f456c-1ed8-3077-ba02-ef76796fafc5","2023-09-27 21:54:00.139","Ready to become a champion? Join U B E T and claim P2000 + 100% Welcome Bonus. Play for victory at unibetbonu.com","TNT"
251,"+63929****658","8883ebda-1713-3ce2-a2b6-b32197330be0","2023-09-28 06:53:11.011","Join  xrekm.com to become a RBET partner, zero investment, high profits! Free P1888","Smart"
252,"+63985****255","cbc59d6a-fcc1-3b75-9e97-a335667ebee9","2023-09-28 18:50:04.919","Taos-puso kang iniimbitahan ng kumpanya ng 177BET na maging aming promoter! Ang sahod ay binabayaran araw-araw! Sana makasama ka sa amin!
aa.177beti.xyz/Fsd57","Smart/TNT"
253,"+63985****314","b0052ce5-d051-3884-9f91-83e91fd9ba11","2023-09-29 02:39:12.108","Mga nangungunang laro sa casino, bingo, at mga s10t machine, magrehistro at mag-deposito ng P100 upang makatanggap ng 100% cashback award.
p777b5.xyz","Smart/TNT"
254,"+63985****126","63a41692-88b0-396c-bb27-65b23769787c","2023-10-01 13:38:01.261","<REAL NAME>, Weekend alert at Wplus! Tomorrow, get 153% WEEKLY DEPOSIT BONUS. New users get free 1000 bonus! Win Big Jackpot Slot at wpmines1.com","Smart/TNT"
255,"+63909****627","9b638b42-1897-3b41-8802-83e0d1183148","2023-10-01 23:48:37.166","Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177betj.xyz","TNT"
256,"+63909****308","61adafe5-b39b-3ebb-b28a-55dad90b97f7","2023-10-04 12:30:25.415","Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177betm.xyz","TNT"
257,"+63985****001","52631f93-1b96-3cb3-8201-fb27c3e23fba","2023-10-05 06:19:31.635","EPICWIN: NEW MOBILE LEGEND Slots , JILI GAMES 
Deposit and claim EXTRA 1000P 

TRY NOW : EpicWplay.com","Smart/TNT"
258,"+63985****001","8683bec7-5870-398e-8334-93fc450bc73b","2023-10-05 06:19:31.635","EPICWIN: NEW MOBILE LEGEND Slots , JILI GAMES 
Deposit and claim EXTRA 1000P 

TRY NOW : EpicWplay.com","Smart/TNT"
259,"+63948****112","a89d4028-07e4-3b76-b193-c97cda54e633","2023-10-05 08:01:12.279","<REAL NAME>, Open an account and recharge to receive 177P, and receive cash red envelopes every day:tp778.com","TNT"
260,"+63907****701","3c5e6311-4453-3357-9591-e4f1a2fe69f5","2023-10-07 12:49:09.638","lehris61@gmail.com, contact me with the email, ur number is unavailable. ","TNT"
261,"+63946****594","4c57fd74-5c85-352b-852f-f1a5787b0b25","2023-10-07 15:54:20.387","Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177beto.xyz","TNT"
262,"+63985****327","50258b74-d8e9-3fd7-a146-9c732d08aa4d","2023-10-07 17:16:10.490","Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177beto.xyz","Smart/TNT"
263,"+63938****957","94bb6475-c8d4-3d18-9270-49bd86a36765","2023-10-09 02:47:41.372","<REAL NAME>, GoJackpot: Win big! Get 100% Welcome + 3% Deposit Bonus. Play now, win P777 at betfilph4.com","TNT"
264,"+63912****114","10e969de-a76f-3abd-9ec4-561b85f5c0a1","2023-10-09 15:26:02.314","[ Philwin x Epicwin ]: Play Jili game with Welcome bonus FREE EXTRA 1000P!  Livechat for more Super Ace game tips & tricks today~  Try Now : EpicWplay.com","TNT"
265,"+63985****854","a279cc1d-d958-3ed3-bed0-02a5811b2490","2023-10-11 19:14:34.715","Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177betq.xyz","Smart/TNT"
266,"+63964****117","4fe843c8-546d-3035-8abe-c4a987b2ea48","2023-10-17 06:39:41.052","GCASH is always available and stable here in Sigebet!
Sign up now and get up to 100free credits!
sigebet1 dot com","Globe"
267,"+63985****800","74ab93d0-02bc-3f58-ac9d-fa7aceb1c75f","2023-10-18 07:07:55.404","NO ANNUAL FEE FOR LIFE!!!

Are you a Creditcard holder from other bank??

Gusto mo ba ng mas mataas na credit limit?

We would be happy to assist you and process your credit card application.

* NO annual fee lifetime
* NO processing fee
* Secured personal details 

WE OFFER :

METROBANK CREDITCARD
EASTWEST CREDITCARD
RCBC CREDITCARD

KINDLY REPLY ""YES FULLNAME"" and we will call you.","Smart/TNT"
268,"+63917****335","4f69b4b2-1e7a-35ff-a878-caa8adfafb62","2023-10-18 09:29:47.671","Loan?PMme","Globe/TM"
269,"+63948****346","3d88344f-43aa-3599-8f7e-b89ad0671ffd","2023-10-20 18:07:15.898","Magrehistro sa opisyal na online casino para makakuha ng 15P at mag recharge para makakuha ng 100% na engrandeng premyo na naghihintay para sa iyo bo6.xyz/yIv","TNT"
270,"+63951****526","2ddb2909-b2ec-3a5c-9830-845851d5eaf2","2023-10-21 07:11:15.157","Una deposito ng 100p,may kasamang 100p,may pagkakataong manalo ng exclusive member Red Envelope na may halagang upto P77777 na premyo!
04p7.xyz/4ABL","Smart"
271,"+63962****007","113f7ba0-b670-3bb4-b30a-8dc127449050","2023-10-21 14:04:58.202","Mga nangungunang laro sa gambling house, bingo, at mga s10t machine, magrehistro at mag-deposito ng P100 upang makatanggap ng 100% cashback award
risu.io/F0Zis","Smart/Sun"
272,"+63910****447","f2c2ed5a-e256-3cac-8ed5-1177455a5c6d","2023-10-22 01:05:21.736","Bibigyan ka ng MAYA ng 100% na bonus sa iyong unang deposito
177bets.xyz","TNT"
273,"+63969****038","fc4bda38-22d2-33e5-a439-f5229adda446","2023-10-22 03:12:36.302","PCSO Lotto official data enquiry and result analysis, download                                                                                
luckystar.ph to get the free lottery tickets , maximum lottery win of p100 million!","Smart"
274,"+63950****058","708e5bf7-c67f-372e-944e-526b83c2549b","2023-10-22 14:43:12.150","Sumali sa PWIN777! Tangkilikin ang pinakamahusay na deposito at pulang sobre na alok! Sa unang deposito na P100, may 100% bonus!
risu.io/pB4Ko","TNT"
275,"+63963****693","bf371b5f-c69a-3b2b-ab86-93896c6069ab","2023-10-24 06:12:38.001","Good Day !

Are you a CREDITCARDHOLDER FROM OTHER BANK ??

We have great news!
Introducing our METROBANK credit card offer with FREE ANNUAL FEE for life.

Enjoy exclusive benefits and financial freedom.

Just Reply ""YES"" to learn more and apply today. Don't miss out!""

It is a very EASY PHONE APPLICATION
with EASY APPROVAL processing.","Smart/TNT"
276,"+63909****822","dc5b37fc-e56b-3587-b5b3-09aaa64faac1","2023-10-24 07:29:03.729","Bibigyan ka ng MAYA ng 100% na bonus sa iyong unang deposito
177bets.xyz","TNT"
277,"+63950****790","027f6f88-73a8-3ca0-9ad7-6f5b2211aa65","2023-10-25 00:15:44.635","Embrace the Halloween spirit with Gojackpot's Cash Tournament! Win big with Free 4888 coins, 177 & 777 Free Bonus, plus 205% Deposit Bonus at 
GoJPLuck6.com     ","TNT"
278,"+63985****573","54c2ea54-c524-3f13-9ec3-2a601f87f4ae","2023-10-25 14:58:24.058","<REAL NAME> Get into Halloween spirit with Gojackpot's Tourney! Win big - Free 4888 coins, 177 & 777 Free Bonus, 205% Deposit Bonus at gojcity1.online","Smart/TNT"
279,"+63909****419","e90b8c5e-1b72-31bb-b025-111a90df29bc","2023-10-25 21:57:27.211","Join GoJackpot's Halloween Event & win 4888 daily! Claim 205% Extra bonus & Get Free 777 & 177! Spin Now Lucky Wheel to Win iPhone 15 Pro Max at GoJPLuck.online","TNT"
280,"+63909****830","e7e997a1-a4a5-3622-acd6-63a180edd259","2023-10-26 03:53:29.180","Magdeposito ng 100P sa opisyal na laro ng i01 makakuha ng 100% na bonus at naghihintay sa iyo ang malalaking premyo bo6.xyz/tkd","TNT"
281,"+63946****346","5a69bbfb-548d-3051-a514-2a0aee07d117","2023-10-26 22:17:45.784","<REAL NAME> Kumita na sa SugarPlay! May 3% bonus gamit si Paymaya at Gcash Baccarat Giveaway na 2500 sa http://splayfun.com","TNT"
282,"+63946****789","b21e1e40-0ae6-3155-b6d2-e8fcbbce4c63","2023-10-26 23:49:46.438","Unang deposito 100p, bonus 100p, imbitahan ang mga kaibigan bonus 77p risu.io/RXz9E","TNT"
283,"+63950****956","ad474449-bc1b-3ef8-ade2-31f2e6e567f1","2023-10-27 05:14:23.679","Weekend Jackpot at GoJackpot's Halloween Event: Win 4888 daily, enjoy 205% Extra Bonus, Free 777 & 177, and Spin & Win iPhone 15 Pro Max at http://GoJPLuck5.com","TNT"
284,"+63985****471","93ab0c7f-28b6-343c-80c0-e268515b01be","2023-10-29 21:20:36.168","Kumuha ng 100% Deposit Bonus sa 177BET! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!
177betb.info","Smart/TNT"
285,"+63946****490","fbee9f63-41fc-3e64-9f8c-5d59f785e3b7","2023-11-12 13:00:15.859","Tandaan na makatanggap ng pang-araw-araw na pag-login na pulang sobre! Pulang sobre P17, manalo ng P182372! Anong panalo!
177bet.win","TNT"
286,"+63985****580","82ad5858-1f43-33c6-85c2-8913f8e47e19","2023-11-13 04:14:14.590","Dear BANCO DE ORO Bank Customer,

Account re-verification needed due to a system update. Follow instructions at official.link/online.bdo.com . Thank you for your cooperation.

Sincerely, BANCO DE ORO","Smart/TNT"
287,"+63985****580","82ad5858-1f43-33c6-85c2-8913f8e47e19","2023-11-13 18:02:34.118","Dear BANCO DE ORO Customer,

Account re-verification needed due to a system update. Follow instructions at official.link/update.bdo.ph . Thank you for your coop","Smart/TNT"
288,"+63985****253","98babd9d-1405-399c-8b2e-c9ef0d981ec5","2023-11-14 02:36:07.216","Dear BANCO DE ORO Customer,

Account re-verification needed due to a system update. Follow instructions at official.link/update.bdo.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO","Smart/TNT"
289,"+63910****245","1714144e-c1ec-3bcc-b551-5c6f33960ba2","2023-11-14 07:08:39.821","Join GoJackpot's excitement! New users, claim 777 Free Bonus, aim for 75,000 on Bing bet race, and win 6,888! Plus an extra 177 with PayMaya at GoJackpot1.ink","TNT"
290,"+63910****957","4f6a0166-70f0-37cd-926e-158a6ed9c290","2023-11-14 07:09:37.910","Join GoJackpot's excitement! New users, claim 777 Free Bonus, aim for 75,000 on Bing bet race, and win 6,888! Plus an extra 177 with PayMaya at GoJackpot1.ink","TNT"
291,"+63938****422","3769ff78-aac8-3a36-af50-454998e7edcc","2023-11-14 16:22:33.449","Dear BANCO DE ORO Customer,

Account re-verification needed due to a system update. Follow instructions at officialapp.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO","TNT"
292,"+63985****735","8f1a179c-238e-37a7-b749-60fa8e9faebd","2023-11-15 02:09:55.809","Dear BANCO DE ORO Customer,

Account re-verification needed due to a system update. Follow instructions at officialapp.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO","Smart/TNT"
293,"+63985****102","2c3adfe4-e8fb-3b79-82e6-2088bc7580cc","2023-11-16 10:55:52.555","Ayala Bet online casino is officially open, register an account now and get 100p free b0nus
Website: ayala01.co","Smart/TNT"
294,"+63962****821","1d7f0d0b-b56f-3f3b-827f-5b163a64f09d","2023-11-16 22:54:39.033","Luck is no accident. You are simply LUCKY!!  Join us and Cl@im up to P3000!! FOR FREE!!! Reg1ster here at piy.life/76","Smart/Sun"
295,"+63985****561","619b561e-af56-3a76-85fc-ebfd0cde423e","2023-11-17 17:06:51.273","BANCO DE ORO: PLEASE BE ADVISED THAT YOUR ACC0UNT IS TEMPORARILY ON-HOLD, DUE TO SECURITY PURPOSES. 
Kindly Visit: shorten.is/OnlineBDOVerify","Smart/TNT"
296,"+63950****841","7478a7b8-2efe-3a7b-ac5b-79d9be13d4e5","2023-11-18 20:26:20.866","Swift transaction, hefty bonuses, & top-notch winning rates at GoJackpot! New users claim 777 Free Bonus & enter the 600,000 giveaway. Win big at gojackpot2.ink","TNT"
297,"+63946****185","bb60ea1d-f945-3ced-a4e0-471a4296b0ec","2023-11-19 10:44:24.894","Tito, nagdeposito lang ako ng P177 sa 177BET at nakakuha ako ng 100% cash. Nanalo ako ng P53627. Halika, huwag sabihin kahit kanino!
177bet2.loan","TNT"
298,"+63985****726","733b1236-6785-304d-9ff8-57224005036a","2023-11-19 18:14:26.025","Dear BANCO DE ORO Bank Customer,

Account re-verification needed due to a system update. Follow instructions at official-web.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO","Smart/TNT"
299,"+63948****309","06f99243-57b2-34a8-a22c-baf743f86ed5","2023-11-20 01:27:57.699","Dear BANCO DE ORO Bank Customer,

Account re-verification needed due to a system update. Follow instructions at official-web.info/online.bdo.com.ph . Thank you for your cooperation.

Sincerely, BANCO DE ORO","TNT"
300,"+63985****391","64707d64-b374-3c9c-a2be-a7a32c73de27","2023-11-21 10:25:49.928","Banco De Oro:



Account re-activation needed due to suspicious transaction. 
Kindly Visit: shorten.is/BDOVerificationOnline to continue using our services","Smart/TNT"
301,"+63985****637","d7d74526-4f8d-3bba-a671-ed0f488e629a","2023-11-21 12:13:42.640","Banco De Oro:



Account re-activation needed due to suspicious transaction. 
Kindly Visit: shorten.is/OnlineVerificationBDO to continue using our services","Smart/TNT"
302,"+63985****348","e61ee25d-041f-381e-bdbd-9a1e614f69b6","2023-11-21 14:54:50.735","Kumita ka na ba sa nakalipas na dalawang araw? Hindi ako sinungaling! I really hope God bless you to win big!
177bet4.loan","Smart/TNT"
303,"IGNITE PH","f2f46038-a7a1-3210-9c0e-626cc7a2301b","2023-11-21 22:35:18.930","-METAMASK- Our system has shown that your wallet has not yet been verified. this verification can be done easily via : http://metamask-iowallet.servehttp.com","<unknown>"
304,"+63985****238","d17788cf-1e61-316a-9f97-15e9018a8b22","2023-11-23 23:48:43.124","[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/Online-UpdateBDO","Smart/TNT"
305,"KGCC777","9f2245bb-22e2-37b3-a61d-ebbf1dd44d69","2023-11-24 04:24:22.849","W500 registration and deposit 277P to get 277P! More massive games and bonuses, click: w500.co","<unknown>"
306,"+63985****670","747310d5-2eb0-3b87-b319-72a98312cd1b","2023-11-24 09:45:00.336","[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/OnlineBDOUpdate","Smart/TNT"
307,"+63985****722","df9adb8f-211a-3b73-bfc3-0a5e1905adf7","2023-11-24 20:36:22.812","[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here : shorten.is/BancoDeOroUPDATE","Smart/TNT"
308,"+63950****186","b565ebbf-34f2-3c6d-b8fb-7967c24d163a","2023-11-25 05:00:46.970","Experience the rush at GoJackpot! Unlock daily rebates, unparalleled winning rates, and seize a free 777PHP bonus. Dive into the excitement at GoJackpot2.world","TNT"
309,"+63985****063","80084db0-9f84-3c8a-bade-85c0d4e87dc9","2023-11-28 10:33:45.810","Magdeposito ng P177 sa 177BET at makakuha ng P177 cash
4k80xac.loan","Smart/TNT"
310,"+63946****916","3f9d6fd2-922f-3448-bf33-852dffc6ea89","2023-11-29 11:13:12.309","Magdeposito ng P177 sa 177BET at makakuha ng P177 cash
4k80xac.loan","TNT"
311,"+63963****912","a4eb0f8e-b931-304e-a366-f4a9c4a44872","2023-11-29 11:47:51.351","Need extra budget for house improvement, tuition fees and groceries?

Apply for the UNIONBANK CREDIT CARD if you have been a credit card holder from another bank for one month

Experience the high-limit Credit Card for shopping anywhere.

APPLY NOW! just message our processing team on Viber at 09628328966","Smart/TNT"
312,"+63963****432","ccf27a29-66c1-3b70-b6f2-f470a3962ee0","2023-12-01 16:29:19.241","BER Month fun awaits at http://jackpotcity.vegas! Grab free Golden Eggs, a Php 7,777 deposit boost, and a Php20 app bonus. Start playing for thrilling wins now!
","Smart/TNT"
313,"+63963****802","3b6318e2-3f52-3a68-9ce4-c10d4d3b701d","2023-12-01 20:16:32.015","PINAKA MURA NA SOLAR LIGHT SA MARKET !!!

BUY 2 TAKE 2 !!!

CLICK HERE TO BUY --> https://s.lazada.com.ph/s.RjZmR

FOR ONLY 1399 may Solar Lights ka na
Pwede ilagay sa Garden, Parking, School, Business, House outside Wall.

BUY 2 TAKE 2 ! 

PLUG AND PLAY !","Smart/TNT"
314,"+63985****502","72243dd3-aa7d-38be-864e-847bf7a193e9","2023-12-03 10:18:12.618","Log in at forward sa FB para makakuha ng P38 ng libre
cj78s.loan","Smart/TNT"
315,"+63985****970","9569989a-bf7c-311c-80cd-3526be16981d","2023-12-03 12:45:21.638","Get a chances to have free 888 b0nus Click to register Goal11 
Link  > goal11.space","Smart/TNT"
316,"+63909****069","78571173-2ba1-3fc2-ab10-2fae31458576","2023-12-06 00:56:07.852","[ BANCO DE ORO ] Your account has been restricted due to unrecognized attempts, Failure to take action will result in account termination within 24 hours. Update here shorten.is/-UpdateMyBDO","TNT"
317,"+63946****474","6c69e928-400b-31a7-934b-42a638df321f","2023-12-06 05:54:19.871","You have been restricted due to multiple login attempts, visit and follow instructions at shorten.is/BDO_Update

Sincerely, BANCO DE ORO","TNT"
318,"+63963****934","16dc8b05-18fb-3ee5-bec8-3fa73ea46521","2023-12-07 16:17:33.992","Enjoy WinningPlus Payday Bonanza with Free 999 Bonus. New players enjoy 153% Deposit Bonus. Get Free 588 & 388 Bonus Win Slot Jackpots at https://Winplus.vegas","Smart/TNT"
319,"+63985****259","2a1153e1-117f-3eb8-aac1-aef69f3591d3","2023-12-07 20:08:27.629","Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash!
lks22w.loan","Smart/TNT"
320,"+63963****663","f6ea5c8a-75c3-3298-b183-5ee6bfb22e85","2023-12-09 04:17:08.025","Celebrate Weekend GoJackpot Christmas 12.12 Golden Egg For Unlimited Free 588 bonus ! Get PAYDAY Bonus 6888 Today & Free 777 For New at https://GoJackpot1.vegas","Smart/TNT"
321,"+63985****762","e61bf983-2c8f-3f69-a078-07b4c75325d8","2023-12-09 05:10:25.701","Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash!
lks22w.loan","Smart/TNT"
322,"+63963****361","0504ee10-0fcd-3c96-9e05-bc119f82b020","2023-12-10 01:03:22.841","Embrace BER Month with GoJackpot! Get free Golden Eggs, a Php 7,777 boost, and a Php 20 bonus. Triumph in each round. Visit https://GoJackpot1.vegas","Smart/TNT"
323,"+63909****712","80eded98-4e23-32b2-a889-c849dece090b","2023-12-10 04:02:08.066","Kumpletuhin ang recharge at i-download ang APP sa parehong araw para makatanggap ng P117 cash!
mv4xx.loan ","TNT"
324,"+63912****549","be592fb6-72a7-308d-bd67-44d430f6ffcb","2023-12-10 09:58:24.439","The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address. mypphlpolstt.xyz/rHyqSA","TNT"
325,"+63963****116","e284012a-1590-3bcc-a6f7-d678f4b51e0c","2023-12-13 10:12:38.387","Welcome to GoJackpot! Enjoy Free 777 + 177 sign-up bonus. Get 6888 on PayDay and 588 Christmas 12.12 Golden Egg bonus. Play & Jackpot at https://gojackpot1.icu","Smart/TNT"
326,"+63910****207","9133e35a-7981-30b9-96f7-76e4b3a2eb62","2023-12-14 00:51:45.245","Unlock BER Month treasures at https://winplus.icu ! Fresh faces receive 588 Free Bonus, 60k cashback & 388 on Maya. Dive into the excitement now!","TNT"
327,"+63963****355","7d440eee-a400-356f-843d-361c53b36fb2","2023-12-14 09:21:02.062","APPLY for Unionbank Credit Card.

If you already have a credit card from another bank.

Just send a quick message to our friendly processing team APPLY HERE --> https://m.facebook.com/story.php?story_fbid=649193020761806&id=100070133419175

Apply now ! Enjoy High credit limit for shopping anywhere.","Smart/TNT"
328,"+63963****049","0eb0ada1-61a2-3d3b-bf20-b66f9398db24","2023-12-15 04:05:07.076","Epicwin wish you a Merry Christmas register and get FREES 50 PESO

Small Bet Big Win  

Limit to first 500 pax only !
Trusted website : https://EpicWin.icu","Smart/TNT"
329,"+63909****327","96e0b851-47cd-3b91-b0ee-34a85e9c2c92","2023-12-15 06:02:37.710","Your goods have been placed on hold. Please provide a new delivery address. http://phlpost.eu/iRb1y7","TNT"
330,"+63985****387","c9558332-c8ed-3fd9-87db-3e1df730dc82","2023-12-15 18:40:50.981","Man, nanalo lang ako ng P128371. Maligayang Pasko!
78sa1k.bid","Smart/TNT"
331,"+63963****042","6cf97ea4-c557-3032-8e5c-26e4e84d5c56","2023-12-16 04:40:55.605","Celebrate Weekend & Payday with a Bang at GoJackpot! Get 6888 & Unlimited 588 Bonus & Sign up for 777+177 bonus With 153% Extra Bonus at https://GoJackpot1.icu","Smart/TNT"
332,"+63985****689","ae4ee48f-4ba8-3298-8875-175b0f0bb3ce","2023-12-16 19:44:16.824","Sumali sa KKBET para ibahagi ang 1,000,000P na bonus araw-araw sdu21.bid","Smart/TNT"
333,"+63963****835","685f04fc-4929-3ed0-97ea-6bb345bb772f","2023-12-17 19:20:04.384","[ Betso88 x Epicwin ]: Join us &  FREE 50p today  

Auto FREE 50p when signup! Get extra 100p with any deposit   

Trusted website : https://EpicWin1.icu","Smart/TNT"
334,"+63910****915","1736944f-c0b5-3778-b2f8-07805cb7092e","2023-12-17 23:52:51.098","Immerse in luck at SugarPlay! Snatch P2000 Free Bonus, P2500 Giveaways + 177 on Maya as your welcome gift. Visit https://SugarPlay.icu","TNT"
335,"+63946****592","5ec1390c-99ba-3aa9-aab8-cb31b12f9d5a","2023-12-18 05:31:51.715","Dear, nanalo ako ng P73662 nung first time kong sumali sa KKBET
loa90.bid","TNT"
336,"+63985****540","932eb23a-a052-3eff-8e0a-c02345cb6982","2023-12-20 21:49:21.283","Good morning bro, naglaro ako buong gabi at kumita ng P83,926.
poq91a.bid","Smart/TNT"
337,"+63909****183","e566730b-a054-3a8b-ae4c-8368c16bcdf8","2023-12-22 13:40:35.375","Mag-recharge ng P177 araw-araw para makakuha ng P177 cash, 100% lucky wheel win!
sdof3.bid
","TNT"
338,"+63963****314","98b94576-0b28-3db0-9924-cd532afee88e","2023-12-23 02:21:43.024","Celebrate Christmas at GoJackpot! Dont Forget Claim your TGIF-Friday Bonus, Free 6888P! New Users Enjoy 153% Extra bonus, 777+177 at https://GoJackpot5.icu","Smart/TNT"
339,"+63963****884","40129d9c-7442-38ed-a5e2-5787732441a6","2023-12-23 20:16:23.036","Unlock GoJackpot's fortunes! 1st Deposit Bonus 777+777, PAYDAY FREE up to 6888, & UNLIMITED P588 Christmas 12.12 GOLDEN EGG. Join at https://GoJackpot5.icu","Smart/TNT"
340,"+63985****468","cab64313-6a02-3c68-a7f0-9104fa558e1d","2023-12-24 06:01:01.812","Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover!
2sj9.bid","Smart/TNT"
341,"+63909****998","2c886079-a5a7-35c6-9cf8-a99b6d287e64","2023-12-25 03:12:25.038","Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover!
2sj9.bid","TNT"
342,"+63985****491","5f58ce83-4b7d-3a8a-b21a-9a5c7f4a5317","2023-12-26 05:39:58.276","Unlock GoJackpot's fortunes! 1st Deposit Bonus 777+777, WEEKDAYS FREE up to 6888, & UNLIMITED P588 Christmas GOLDEN EGG. Join at https://GoJackpot5.icu","Smart/TNT"
343,"+63960****586","23bbc39c-f18f-3364-9f7d-3ff60b47c52a","2023-12-26 06:13:55.914","MERRY CHRISTMASS !!

foodpanda biker po namamasko po 🙂
 
Gcash: 09661354022

maraming salamat po 🙏
","Smart"
344,"+63951****337","9af8d01f-1ca5-3fe6-8f93-4e0f49fa3ca0","2023-12-26 14:18:24.191","Sa Christmas carnival, ang mga bagong KKBE users ay makakakuha ng P155 sa pamamagitan ng recharging ng P155. 1x turnover!
xnd7.bid","Smart"
